# Step Strain Stress Density
4110 2.962660e-05 3.577230e+06 2.057906e+12 
4120 2.966436e-05 3.582009e+06 2.057946e+12 
4130 2.982684e-05 3.601995e+06 2.058530e+12 
4140 2.990563e-05 3.611433e+06 2.058693e+12 
4150 2.996183e-05 3.618119e+06 2.058985e+12 
4160 3.005907e-05 3.630254e+06 2.059261e+12 
4170 3.014598e-05 3.640755e+06 2.059250e+12 
4180 3.029820e-05 3.658977e+06 2.059390e+12 
4190 3.039742e-05 3.671006e+06 2.059556e+12 
4200 3.044202e-05 3.676278e+06 2.059577e+12 
4210 3.054020e-05 3.688422e+06 2.059452e+12 
4220 3.077856e-05 3.717986e+06 2.059767e+12 
4230 3.088935e-05 3.731296e+06 2.059982e+12 
4240 3.097651e-05 3.742130e+06 2.060107e+12 
4250 3.101160e-05 3.746294e+06 2.060139e+12 
4260 3.111089e-05 3.758409e+06 2.060308e+12 
4270 3.117652e-05 3.766128e+06 2.060551e+12 
4280 3.122110e-05 3.771718e+06 2.060698e+12 
4290 3.128411e-05 3.779566e+06 2.060852e+12 
4300 3.142912e-05 3.797945e+06 2.061467e+12 
4310 3.149958e-05 3.806182e+06 2.061650e+12 
4320 3.158723e-05 3.816383e+06 2.062257e+12 
4330 3.165916e-05 3.823905e+06 2.063029e+12 
4340 3.174198e-05 3.833422e+06 2.062792e+12 
4350 3.182111e-05 3.842350e+06 2.062528e+12 
4360 3.186551e-05 3.847336e+06 2.062462e+12 
4370 3.191983e-05 3.853765e+06 2.062451e+12 
4380 3.201219e-05 3.864803e+06 2.062430e+12 
4390 3.208454e-05 3.872763e+06 2.062699e+12 
4400 3.212244e-05 3.876989e+06 2.063049e+12 
4410 3.224112e-05 3.890676e+06 2.063105e+12 
4420 3.252083e-05 3.922498e+06 2.063775e+12 
4430 3.268540e-05 3.942543e+06 2.063652e+12 
4440 3.292053e-05 3.971997e+06 2.065117e+12 
4450 3.303905e-05 3.986442e+06 2.065011e+12 
4460 3.308133e-05 3.991549e+06 2.065368e+12 
4470 3.310466e-05 3.994687e+06 2.065307e+12 
4480 3.317316e-05 4.003150e+06 2.065160e+12 
4490 3.330643e-05 4.018561e+06 2.065367e+12 
4500 3.334600e-05 4.022991e+06 2.065359e+12 
4510 3.353219e-05 4.045190e+06 2.065333e+12 
4520 3.363068e-05 4.056382e+06 2.065098e+12 
4530 3.374017e-05 4.068763e+06 2.065409e+12 
4540 3.384980e-05 4.080941e+06 2.066488e+12 
4550 3.401471e-05 4.100326e+06 2.068351e+12 
4560 3.407271e-05 4.107462e+06 2.068945e+12 
4570 3.412152e-05 4.113064e+06 2.068968e+12 
4580 3.420293e-05 4.123036e+06 2.069908e+12 
4590 3.427619e-05 4.132167e+06 2.069838e+12 
4600 3.428576e-05 4.133289e+06 2.069721e+12 
4610 3.430332e-05 4.135621e+06 2.069752e+12 
4620 3.432484e-05 4.138162e+06 2.070085e+12 
4630 3.433232e-05 4.139094e+06 2.070220e+12 
4640 3.434457e-05 4.140523e+06 2.070379e+12 
4650 3.435479e-05 4.141615e+06 2.070473e+12 
4660 3.436220e-05 4.142344e+06 2.070676e+12 
4670 3.439470e-05 4.146415e+06 2.070874e+12 
4680 3.442704e-05 4.150367e+06 2.070723e+12 
4690 3.445254e-05 4.153305e+06 2.070736e+12 
4700 3.447792e-05 4.156282e+06 2.070786e+12 
4710 3.449618e-05 4.158424e+06 2.070596e+12 
4720 3.452312e-05 4.161686e+06 2.070613e+12 
4730 3.455627e-05 4.165619e+06 2.070639e+12 
4740 3.457323e-05 4.167533e+06 2.070887e+12 
4750 3.460141e-05 4.170724e+06 2.071194e+12 
4760 3.465663e-05 4.177308e+06 2.071157e+12 
4770 3.468065e-05 4.180304e+06 2.071204e+12 
4780 3.471292e-05 4.184463e+06 2.071038e+12 
4790 3.477558e-05 4.191939e+06 2.070806e+12 
4800 3.478267e-05 4.192745e+06 2.070764e+12 
4810 3.479505e-05 4.194100e+06 2.070721e+12 
4820 3.480754e-05 4.195514e+06 2.070692e+12 
4830 3.482888e-05 4.198206e+06 2.070678e+12 
4840 3.484773e-05 4.200452e+06 2.070469e+12 
4850 3.489279e-05 4.206038e+06 2.069969e+12 
4860 3.495461e-05 4.213503e+06 2.070141e+12 
4870 3.497725e-05 4.216370e+06 2.070179e+12 
4880 3.500186e-05 4.219159e+06 2.070210e+12 
4890 3.503130e-05 4.222267e+06 2.070245e+12 
4900 3.506644e-05 4.226470e+06 2.070294e+12 
4910 3.513137e-05 4.233759e+06 2.070904e+12 
4920 3.518080e-05 4.239771e+06 2.070737e+12 
4930 3.526050e-05 4.248955e+06 2.070308e+12 
4940 3.530459e-05 4.254441e+06 2.070200e+12 
4950 3.538398e-05 4.264091e+06 2.070146e+12 
4960 3.541339e-05 4.267207e+06 2.070408e+12 
4970 3.543696e-05 4.270051e+06 2.070161e+12 
4980 3.545650e-05 4.272772e+06 2.070087e+12 
4990 3.547119e-05 4.274994e+06 2.070156e+12 
5000 3.547769e-05 4.275849e+06 2.070169e+12 
